token,surprisal,token_id,model,condition,phenomenon,test_item,original_condition
Ġworking,6.6535587,9,text-davinci-002,grammatical,Intrusive Resumption,TS 6,ungrammatical
Ġwith,1.7658825,10,text-davinci-002,grammatical,Intrusive Resumption,TS 6,ungrammatical
Ġthe,2.9024618,11,text-davinci-002,grammatical,Intrusive Resumption,TS 6,ungrammatical
Ġgard,8.916949,12,text-davinci-002,grammatical,Intrusive Resumption,TS 6,ungrammatical
ener,0.030613674,13,text-davinci-002,grammatical,Intrusive Resumption,TS 6,ungrammatical
Ġcour,9.5552025,14,text-davinci-002,grammatical,Intrusive Resumption,TS 6,ungrammatical
ted,0.02523401,15,text-davinci-002,grammatical,Intrusive Resumption,TS 6,ungrammatical
This,4.8839574,0,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġis,1.4485854,1,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġthe,1.7212328,2,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġgirl,9.646269,3,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġthat,1.9380506,4,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġthe,4.266303,5,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġboy,4.865382,6,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġwho,3.3236465,7,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġwas,2.7708359,8,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġworking,6.653558,9,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġwith,1.7658825,10,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġthe,2.9024618,11,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġgard,8.916949,12,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
ener,0.030613674,13,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġcour,9.5552025,14,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
ted,0.02523401,15,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
Ġher,4.832451,16,text-davinci-002,ungrammatical,Intrusive Resumption,TS 6,ungrammatical
This,4.883957,0,text-davinci-002,grammatical,Intrusive Resumption,TS 7,ungrammatical
Ġis,1.4485854,1,text-davinci-002,grammatical,Intrusive Resumption,TS 7,ungrammatical
Ġthe,1.7212331,2,text-davinci-002,grammatical,Intrusive Resumption,TS 7,ungrammatical
Ġactress,12.632479,3,text-davinci-002,grammatical,Intrusive Resumption,TS 7,ungrammatical
Ġthat,2.6923416,4,text-davinci-002,grammatical,Intrusive Resumption,TS 7,ungrammatical
Ġthe,4.185658,5,text-davinci-002,grammatical,Intrusive Resumption,TS 7,ungrammatical
Ġjudge,9.513191,6,text-davinci-002,grammatical,Intrusive Resumption,TS 7,ungrammatical
Ġwho,4.6213303,7,text-davinci-002,grammatical,Intrusive Resumption,TS 7,ungrammatical
Ġwas,3.0486522,8,text-davinci-002,grammatical,Intrusive Resumption,TS 7,ungrammatical
Ġworking,6.402396,9,text-davinci-002,grammatical,Intrusive Resumption,TS 7,ungrammatical
Ġat,3.2702105,10,text-davinci-002,grammatical,Intrusive Resumption,TS 7,ungrammatical
ĠCannes,9.201389,11,text-davinci-002,grammatical,Intrusive Resumption,TS 7,ungrammatical
Ġadmired,9.91266,12,text-davinci-002,grammatical,Intrusive Resumption,TS 7,ungrammatical
This,4.883957,0,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
Ġis,1.4485854,1,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
Ġthe,1.7212331,2,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
Ġactress,12.632479,3,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
Ġthat,2.6923416,4,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
Ġthe,4.185658,5,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
Ġjudge,9.513191,6,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
Ġwho,4.6213303,7,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
Ġwas,3.0486522,8,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
Ġworking,6.402396,9,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
Ġat,3.2702105,10,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
ĠCannes,9.201389,11,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
Ġadmired,9.91266,12,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
Ġher,3.7286882,13,text-davinci-002,ungrammatical,Intrusive Resumption,TS 7,ungrammatical
This,4.883957,0,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
Ġis,1.4485854,1,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
Ġthe,1.7212331,2,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
Ġmug,10.984203,3,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
Ġthat,2.2274928,4,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
Ġthe,4.3351736,5,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
Ġart,7.6800833,6,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
isans,4.2426424,7,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
Ġwho,4.3687754,8,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
Ġwere,5.4294887,9,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
Ġworking,3.4079986,10,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
Ġwith,2.5451965,11,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
Ġcer,7.2938194,12,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
am,0.00060915196,13,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
ics,0.0034841355,14,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
Ġcrafted,7.9925,15,text-davinci-002,grammatical,Intrusive Resumption,TS 8,ungrammatical
This,4.8839574,0,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
Ġis,1.4485854,1,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
Ġthe,1.7212328,2,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
Ġmug,10.984204,3,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
Ġthat,2.2274928,4,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
Ġthe,4.3351736,5,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
Ġart,7.6800833,6,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
isans,4.2426424,7,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
Ġwho,4.3687754,8,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
Ġwere,5.429487,9,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
Ġworking,3.4079986,10,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
Ġwith,2.5451965,11,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
Ġcer,7.2938194,12,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
am,0.00060915196,13,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
ics,0.0034841355,14,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
Ġcrafted,7.9925,15,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
Ġit,6.307564,16,text-davinci-002,ungrammatical,Intrusive Resumption,TS 8,ungrammatical
This,4.8839574,0,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġis,1.4485854,1,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġthe,1.7212328,2,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġdictionary,9.913568,3,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġentry,3.3927062,4,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġthat,4.5447707,5,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġthe,3.6998904,6,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġstudents,5.92776,7,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġwho,5.5555887,8,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġwere,2.9282792,9,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġdoing,3.8236985,10,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġthe,0.87984073,11,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġexam,6.399786,12,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġlooked,5.186176,13,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
Ġup,0.38884056,14,text-davinci-002,grammatical,Intrusive Resumption,TS 9,ungrammatical
This,4.8839574,0,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġis,1.4485854,1,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġthe,1.7212328,2,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġdictionary,9.913568,3,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġentry,3.3927062,4,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġthat,4.5447707,5,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġthe,3.6998904,6,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġstudents,5.92776,7,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġwho,5.5555887,8,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġwere,2.9282792,9,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġdoing,3.8236985,10,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġthe,0.87984073,11,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġexam,6.399786,12,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġlooked,5.186176,13,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġit,6.0788627,14,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
Ġup,0.024742078,15,text-davinci-002,ungrammatical,Intrusive Resumption,TS 9,ungrammatical
This,4.883957,0,text-davinci-002,grammatical,Intrusive Resumption,TS 10,ungrammatical
Ġis,1.4485854,1,text-davinci-002,grammatical,Intrusive Resumption,TS 10,ungrammatical
Ġthe,1.7212331,2,text-davinci-002,grammatical,Intrusive Resumption,TS 10,ungrammatical
Ġcompetition,10.314937,3,text-davinci-002,grammatical,Intrusive Resumption,TS 10,ungrammatical
Ġthat,2.5658498,4,text-davinci-002,grammatical,Intrusive Resumption,TS 10,ungrammatical
Ġthe,3.3585498,5,text-davinci-002,grammatical,Intrusive Resumption,TS 10,ungrammatical
Ġathletes,6.8227816,6,text-davinci-002,grammatical,Intrusive Resumption,TS 10,ungrammatical
Ġwho,3.3617473,7,text-davinci-002,grammatical,Intrusive Resumption,TS 10,ungrammatical
Ġwere,4.0928903,8,text-davinci-002,grammatical,Intrusive Resumption,TS 10,ungrammatical
Ġfeeling,8.156628,9,text-davinci-002,grammatical,Intrusive Resumption,TS 10,ungrammatical
Ġtired,5.9389534,10,text-davinci-002,grammatical,Intrusive Resumption,TS 10,ungrammatical
Ġgave,8.713762,11,text-davinci-002,grammatical,Intrusive Resumption,TS 10,ungrammatical
Ġup,1.1302795,12,text-davinci-002,grammatical,Intrusive Resumption,TS 10,ungrammatical
This,4.883957,0,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
Ġis,1.4485854,1,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
Ġthe,1.7212331,2,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
Ġcompetition,10.314937,3,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
Ġthat,2.5658498,4,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
Ġthe,3.3585498,5,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
Ġathletes,6.8227816,6,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
Ġwho,3.3617473,7,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
Ġwere,4.0928903,8,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
Ġfeeling,8.156628,9,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
Ġtired,5.9389534,10,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
Ġgave,8.713762,11,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
Ġit,2.6692686,12,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
Ġup,2.5633874,13,text-davinci-002,ungrammatical,Intrusive Resumption,TS 10,ungrammatical
No,7.374038,0,text-davinci-002,grammatical,NPIs,TS 1,grammatical
Ġauthors,11.66535,1,text-davinci-002,grammatical,NPIs,TS 1,grammatical
Ġthat,9.64082,2,text-davinci-002,grammatical,NPIs,TS 1,grammatical
Ġthe,5.2263484,3,text-davinci-002,grammatical,NPIs,TS 1,grammatical
Ġcritics,9.361202,4,text-davinci-002,grammatical,NPIs,TS 1,grammatical
Ġrecommended,7.4747906,5,text-davinci-002,grammatical,NPIs,TS 1,grammatical
Ġhave,2.9586184,6,text-davinci-002,grammatical,NPIs,TS 1,grammatical
Ġreceived,4.315088,7,text-davinci-002,grammatical,NPIs,TS 1,grammatical
Ġany,3.7470098,8,text-davinci-002,grammatical,NPIs,TS 1,grammatical
Ġacknowledgment,9.136031,9,text-davinci-002,grammatical,NPIs,TS 1,grammatical
Ġfor,3.053182,10,text-davinci-002,grammatical,NPIs,TS 1,grammatical
Ġa,4.350679,11,text-davinci-002,grammatical,NPIs,TS 1,grammatical
Ġbest,4.646328,12,text-davinci-002,grammatical,NPIs,TS 1,grammatical
-,1.7426374,13,text-davinci-002,grammatical,NPIs,TS 1,grammatical
selling,1.9819149,14,text-davinci-002,grammatical,NPIs,TS 1,grammatical
Ġnovel,1.0128441,15,text-davinci-002,grammatical,NPIs,TS 1,grammatical
The,3.609791,0,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
Ġauthors,8.130031,1,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
Ġthat,7.269005,2,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
Ġno,9.082184,3,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
Ġcritics,10.166755,4,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
Ġrecommended,8.983982,5,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
Ġhave,4.704954,6,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
Ġreceived,4.7727757,7,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
Ġany,8.374155,8,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
Ġacknowledgment,8.857738,9,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
Ġfor,2.8431969,10,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
Ġa,4.4449883,11,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
Ġbest,6.5347996,12,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
-,1.6324028,13,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
selling,1.5358418,14,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
Ġnovel,1.335329,15,text-davinci-002,ungrammatical,NPIs,TS 1,grammatical
No,7.374038,0,text-davinci-002,grammatical,NPIs,TS 2,grammatical
Ġambassadors,14.501279,1,text-davinci-002,grammatical,NPIs,TS 2,grammatical
Ġthat,7.587803,2,text-davinci-002,grammatical,NPIs,TS 2,grammatical
Ġthe,4.1771255,3,text-davinci-002,grammatical,NPIs,TS 2,grammatical
Ġdiplomats,9.135914,4,text-davinci-002,grammatical,NPIs,TS 2,grammatical
Ġconsulted,10.456976,5,text-davinci-002,grammatical,NPIs,TS 2,grammatical
Ġhave,3.4900584,6,text-davinci-002,grammatical,NPIs,TS 2,grammatical
Ġever,2.990055,7,text-davinci-002,grammatical,NPIs,TS 2,grammatical
Ġseen,2.0870914,8,text-davinci-002,grammatical,NPIs,TS 2,grammatical
Ġbrutality,13.268333,9,text-davinci-002,grammatical,NPIs,TS 2,grammatical
Ġin,4.353076,10,text-davinci-002,grammatical,NPIs,TS 2,grammatical
Ġthe,1.1608448,11,text-davinci-002,grammatical,NPIs,TS 2,grammatical
Ġforeign,6.2415423,12,text-davinci-002,grammatical,NPIs,TS 2,grammatical
Ġwar,7.999634,13,text-davinci-002,grammatical,NPIs,TS 2,grammatical
The,3.6097894,0,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
Ġambassadors,13.211941,1,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
Ġthat,6.396938,2,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
Ġno,9.425089,3,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
Ġdiplomats,9.776566,4,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
Ġconsulted,10.352907,5,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
Ġhave,4.70794,6,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
Ġever,9.1504345,7,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
Ġseen,1.6924982,8,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
Ġbrutality,13.7955475,9,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
Ġin,3.2401428,10,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
Ġthe,1.3707863,11,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
Ġforeign,7.3396487,12,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
Ġwar,7.0113297,13,text-davinci-002,ungrammatical,NPIs,TS 2,grammatical
No,7.374038,0,text-davinci-002,grammatical,NPIs,TS 3,grammatical
Ġcustomers,10.2909775,1,text-davinci-002,grammatical,NPIs,TS 3,grammatical
Ġthat,6.8379235,2,text-davinci-002,grammatical,NPIs,TS 3,grammatical
Ġthe,4.696329,3,text-davinci-002,grammatical,NPIs,TS 3,grammatical
Ġsales,6.8284445,4,text-davinci-002,grammatical,NPIs,TS 3,grammatical
men,3.75955,5,text-davinci-002,grammatical,NPIs,TS 3,grammatical
Ġassisted,10.802603,6,text-davinci-002,grammatical,NPIs,TS 3,grammatical
Ġhave,3.421444,7,text-davinci-002,grammatical,NPIs,TS 3,grammatical
Ġexpressed,5.804166,8,text-davinci-002,grammatical,NPIs,TS 3,grammatical
Ġany,1.8612486,9,text-davinci-002,grammatical,NPIs,TS 3,grammatical
Ġoptimism,9.629844,10,text-davinci-002,grammatical,NPIs,TS 3,grammatical
Ġfor,2.9992354,11,text-davinci-002,grammatical,NPIs,TS 3,grammatical
Ġa,2.4570303,12,text-davinci-002,grammatical,NPIs,TS 3,grammatical
Ġfull,5.3160954,13,text-davinci-002,grammatical,NPIs,TS 3,grammatical
Ġrefund,4.717611,14,text-davinci-002,grammatical,NPIs,TS 3,grammatical
The,3.6097894,0,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
Ġcustomers,10.945862,1,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
Ġthat,4.3420353,2,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
Ġno,9.528751,3,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
Ġsales,7.248885,4,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
men,4.8501754,5,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
Ġassisted,13.882167,6,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
Ġhave,4.42502,7,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
Ġexpressed,6.284137,8,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
Ġany,9.082658,9,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
Ġoptimism,9.881241,10,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
Ġfor,2.7057843,11,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
Ġa,2.8743734,12,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
Ġfull,5.544438,13,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
Ġrefund,1.4523301,14,text-davinci-002,ungrammatical,NPIs,TS 3,grammatical
No,7.3740387,0,text-davinci-002,grammatical,NPIs,TS 4,grammatical
Ġdeter,11.565027,1,text-davinci-002,grammatical,NPIs,TS 4,grammatical
g,3.9694276,2,text-davinci-002,grammatical,NPIs,TS 4,grammatical
ents,0.0019569406,3,text-davinci-002,grammatical,NPIs,TS 4,grammatical
Ġthat,4.8791246,4,text-davinci-002,grammatical,NPIs,TS 4,grammatical
Ġthe,6.841363,5,text-davinci-002,grammatical,NPIs,TS 4,grammatical
Ġhouse,5.369817,6,text-davinci-002,grammatical,NPIs,TS 4,grammatical
wives,5.0896273,7,text-davinci-002,grammatical,NPIs,TS 4,grammatical
Ġused,3.9690497,8,text-davinci-002,grammatical,NPIs,TS 4,grammatical
Ġhave,6.2017183,9,text-davinci-002,grammatical,NPIs,TS 4,grammatical
Ġever,2.985651,10,text-davinci-002,grammatical,NPIs,TS 4,grammatical
Ġcaused,4.9993386,11,text-davinci-002,grammatical,NPIs,TS 4,grammatical
Ġdamage,5.7308745,12,text-davinci-002,grammatical,NPIs,TS 4,grammatical
Ġto,0.2925601,13,text-davinci-002,grammatical,NPIs,TS 4,grammatical
Ġthe,0.6770363,14,text-davinci-002,grammatical,NPIs,TS 4,grammatical
Ġdelicate,5.718136,15,text-davinci-002,grammatical,NPIs,TS 4,grammatical
Ġclothing,3.3936048,16,text-davinci-002,grammatical,NPIs,TS 4,grammatical
The,3.609791,0,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
Ġdeter,12.35519,1,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
g,3.4009101,2,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
ents,0.0002781399,3,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
Ġthat,3.0772119,4,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
Ġno,9.525301,5,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
Ġhouse,5.4651384,6,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
wives,5.262402,7,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
Ġused,5.399941,8,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
Ġhave,6.331861,9,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
Ġever,8.533004,10,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
Ġcaused,5.8453536,11,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
Ġdamage,4.4299927,12,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
Ġto,0.17367926,13,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
Ġthe,0.8192695,14,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
Ġdelicate,6.0583973,15,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
Ġclothing,3.5959942,16,text-davinci-002,ungrammatical,NPIs,TS 4,grammatical
No,7.3740387,0,text-davinci-002,grammatical,NPIs,TS 5,grammatical
Ġstudents,8.987859,1,text-davinci-002,grammatical,NPIs,TS 5,grammatical
Ġthat,7.6389275,2,text-davinci-002,grammatical,NPIs,TS 5,grammatical
Ġthe,3.7228487,3,text-davinci-002,grammatical,NPIs,TS 5,grammatical
Ġteachers,5.72764,4,text-davinci-002,grammatical,NPIs,TS 5,grammatical
Ġpunished,11.214958,5,text-davinci-002,grammatical,NPIs,TS 5,grammatical
Ġcould,5.0457807,6,text-davinci-002,grammatical,NPIs,TS 5,grammatical
Ġexpect,7.078475,7,text-davinci-002,grammatical,NPIs,TS 5,grammatical
Ġany,1.4566665,8,text-davinci-002,grammatical,NPIs,TS 5,grammatical
Ġfriend,10.081329,9,text-davinci-002,grammatical,NPIs,TS 5,grammatical
liness,0.17250513,10,text-davinci-002,grammatical,NPIs,TS 5,grammatical
Ġfrom,0.6480147,11,text-davinci-002,grammatical,NPIs,TS 5,grammatical
Ġthe,1.0067418,12,text-davinci-002,grammatical,NPIs,TS 5,grammatical
Ġstrict,6.563836,13,text-davinci-002,grammatical,NPIs,TS 5,grammatical
Ġprincipal,3.4395616,14,text-davinci-002,grammatical,NPIs,TS 5,grammatical
The,3.609791,0,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
Ġstudents,8.21246,1,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
Ġthat,5.4604244,2,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
Ġno,9.074909,3,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
Ġteachers,7.3368206,4,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
Ġpunished,13.537855,5,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
Ġcould,6.844475,6,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
Ġexpect,7.0654273,7,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
Ġany,5.185648,8,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
Ġfriend,10.182269,9,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
liness,0.71734214,10,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
Ġfrom,0.5538572,11,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
Ġthe,1.1807611,12,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
Ġstrict,6.907056,13,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
Ġprincipal,3.405252,14,text-davinci-002,ungrammatical,NPIs,TS 5,grammatical
No,7.374038,0,text-davinci-002,grammatical,NPIs,TS 6,ungrammatical
Ġsoldiers,12.404837,1,text-davinci-002,grammatical,NPIs,TS 6,ungrammatical
Ġthat,7.758235,2,text-davinci-002,grammatical,NPIs,TS 6,ungrammatical
Ġthe,4.0296063,3,text-davinci-002,grammatical,NPIs,TS 6,ungrammatical
Ġdiplomats,12.582464,4,text-davinci-002,grammatical,NPIs,TS 6,ungrammatical
Ġsupported,9.113727,5,text-davinci-002,grammatical,NPIs,TS 6,ungrammatical
Ġhave,4.1523504,6,text-davinci-002,grammatical,NPIs,TS 6,ungrammatical
Ġshown,6.219251,7,text-davinci-002,grammatical,NPIs,TS 6,ungrammatical
Ġany,2.308905,8,text-davinci-002,grammatical,NPIs,TS 6,ungrammatical
